"added_date",contact,"hash_sha256","host_fqdn","input_hash_sha256","input_host_fqdn","input_mitre_technique_id","input_process_command_line","input_process_parent_path","input_process_path","input_user_name","mitre_technique_id","process_command_line","process_parent_path","process_path",reason,"user_name"
"2021-05-01",admin,"*","*","*","*",T1036,"*","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","*",T1036,"*","C:\Program Files\SplunkUniversalForwarder\bin\splunkd.exe","C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe","Splunk Universal Forwarder generates these events.","*"
